Country,Year,CleanFuelAccess,ElectricityAccess,CO2Emissions,ElecPowerConsumption,CoalElectricity,HydroElectricity,GasElectricity,NuclearElectricity,OilElectricity,RenewableElectricity,RenewableElectricity_kWh,EnergyIntensity,EnergyUse,FossilFuelConsumption,GDPGrowth,GDPPerCapita,PrivateEnergyInvest,LandArea,PopDensity,TotalPopulation,PPP_EnergyInvest,RenewableEnergyConsumption,TotalGHGEmissions,Latitude,Longitude
Namibia,2009,39.95,44.1,1.450782,1593.389,5.234899,94.56376,0.0,0.0,0.201342,0.0,0.0,3.73,716.5237,66.96951,0.295971,4322.629,80074000.0,823290.0,2.511775,2067919.0,78674000.0,33.36,13237.34,-22.9576,18.49041
Finland,2004,100.0,100.0,12.94581,16777.57,19.96039,17.5549,14.84886,26.46165,0.716407,12.30241,10600000000.0,6.83,7134.854,53.33484,3.992091,37772.18,245000000.0,304590.0,17.16462,5228172.0,245000000.0,31.1,81847.43,61.92411,25.74815
Tajikistan,2003,47.1,100.0,0.32598,2096.668,0.0,98.95209,1.047913,0.0,0.0,0.0,0.0,8.18,324.9209,35.16775,10.07806,233.0941,319000000.0,139960.0,47.67428,6672492.0,319000000.0,64.58,6823.689,38.86103,71.27609
Lesotho,2017,38.2,33.7,1.106736,3030.56,0.018959,60.2532,37.72676,0.0,0.138119,1.862963,94600000.0,8.38,2095.655,63.8666,-3.13817,1062.712,136000000.0,30360.0,71.49595,2170617.0,112000000.0,39.62,4227.947,-29.61,28.23361
Samoa,2005,22.3,91.13898,0.949498,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,4.26,302.1853,0.0,6.639204,2527.763,13040000.0,2830.0,66.6523,188626.0,19800000.0,48.89,488.3253,-13.759,-172.105
Cyprus,2013,100.0,100.0,5.508034,3516.806,0.0,0.0,0.0,0.0,92.37762,7.622378,327000000.0,2.84,1654.416,92.99081,-6.58748,27797.45,172000000.0,9240.0,126.2952,1166968.0,172000000.0,9.73,7739.793,35.12641,33.42986
Singapore,2018,100.0,100.0,8.018212,5396.654,34.81165,0.049967,10.56676,0.0,1.13439,51.13961,16400000000.0,2.47,3027.259,69.71514,3.575433,66836.54,237000000.0,714.0,7897.305,5638676.0,258000000.0,0.78,64328.24,1.352083,103.8198
Rwanda,2002,0.1,6.046956,0.09505,2544.961,9.080746,15.52002,34.36878,0.0,40.05228,0.890047,239000000.0,6.35,1301.698,70.25335,13.19207,234.8137,340000000.0,24670.0,339.3719,8372306.0,289000000.0,87.13,3578.623,-1.94028,29.87389
Singapore,2012,100.0,100.0,8.22453,8673.985,0.012774,0.0,84.29882,0.0,12.99951,1.358285,638000000.0,2.32,4898.33,96.32909,4.435498,55547.55,245000000.0,706.0,7524.698,5312437.0,245000000.0,0.51,58591.53,1.352083,103.8198
Malaysia,2003,98.1,98.67069,5.821076,2909.891,18.87115,6.442034,70.90316,0.0,3.782385,0.001274,1000000.0,5.63,2277.573,95.99111,5.788499,4454.527,2050000000.0,328550.0,75.29877,24739411.0,2050000000.0,3.33,182491.2,4.210484,101.9758
Uzbekistan,2018,84.2,99.99219,3.420323,766.6754,27.19602,20.40615,16.96096,0.0,27.10937,3.82831,517000000.0,8.63,670.259,75.64188,5.879743,1604.259,498000000.0,440587.0,74.80044,32956100.0,498000000.0,1.49,184839.7,41.37749,64.58526
Albania,2011,68.1,99.71864,1.768109,2205.704,0.0,98.59222,0.0,0.0,1.407779,0.0,0.0,2.91,764.9686,61.50277,2.545406,4437.141,19560000.0,27400.0,106.029,2905195.0,4160000.0,35.84,9623.608,41.15333,20.16833
Malta,2013,100.0,100.0,5.567333,4915.874,0.0,0.0,0.0,0.0,98.44514,1.554865,35000000.0,2.15,1803.21,98.7576,5.473058,24769.45,44040000.0,320.0,1331.147,425967.0,50070000.0,3.24,2826.248,35.9375,14.37542
Gabon,2015,86.0,87.32774,3.014912,2431.5,0.0,43.17968,46.04892,0.0,10.20696,0.56444,12000000.0,7.22,919.0492,10.69624,3.878899,7090.455,88280000.0,257670.0,7.872539,2028517.0,86880000.0,81.94,15883.79,-0.80369,11.60944
Portugal,2010,100.0,100.0,4.817632,4959.094,13.22382,30.0758,27.75139,0.0,5.602429,22.73193,12200000000.0,2.93,2222.63,75.12558,1.737625,22520.64,134000000.0,91590.0,115.4395,10573100.0,134000000.0,27.83,68073.97,39.39987,-8.22445
Grenada,2014,91.5,91.01732,2.148815,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,2.36,678.1854,0.0,7.342124,7726.378,6360000.0,340.0,346.9765,117972.0,19800000.0,11.27,2263.595,12.1165,-61.679
Samoa,2018,34.3,99.81927,1.185974,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,4.19,204.7236,0.0,-0.60965,4189.052,37420000.0,2780.0,75.43201,209701.0,40120000.0,36.63,598.9776,-13.759,-172.105
Armenia,2018,98.0,99.9,2.013779,2004.546,0.0,51.42369,15.67071,6.36129,17.9476,1.447072,60400000.0,3.51,866.0264,66.22089,5.199653,4391.923,247000000.0,28470.0,99.63319,2836557.0,201000000.0,11.13,9443.73,40.0691,45.03819
Mozambique,2018,4.7,31.1,0.233657,951.0715,30.42971,19.67761,32.09639,0.0,11.55243,0.844275,215000000.0,12.05,800.566,88.95452,3.443813,504.5358,590000000.0,786380.0,37.41687,29423878.0,539000000.0,79.81,34533.03,-18.6657,35.52956
Botswana,2003,49.65,33.07162,2.143018,1293.474,97.21689,0.0,0.0,0.0,2.783109,0.0,0.0,3.96,1006.702,64.14483,4.625895,4111.738,152000000.0,566730.0,3.223516,1826863.0,103000000.0,36.21,8736.279,-22.3285,24.68487
United Kingdom,2001,100.0,100.0,9.223025,6141.983,34.7958,1.060758,37.11215,23.56212,1.373546,1.436574,5490000000.0,4.01,3784.928,87.82898,2.157428,27888.61,1170000000.0,241930.0,244.3669,59119673.0,1170000000.0,0.85,698896.2,55.37805,-3.43597
Portugal,2013,100.0,100.0,4.451935,4685.055,23.42581,27.16983,14.30324,0.0,3.360114,31.14933,15700000000.0,2.86,2057.861,73.34963,-0.92264,21653.2,104000000.0,91605.2,114.1561,10457295.0,104000000.0,30.17,63799.82,39.39987,-8.22445
Mauritius,2011,97.7,99.6,2.905612,2025.704,40.57122,2.050531,0.0,0.0,39.2164,18.16185,496000000.0,2.53,1053.51,82.43971,4.077538,9197.043,172000000.0,1997.0,627.1427,1252404.0,172000000.0,12.01,5835.308,-20.3484,57.55215
Dominica,2003,83.4,84.02311,1.775226,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,2.68,822.4195,0.0,6.353137,5016.088,4580000.0,750.0,91.256,68442.0,19800000.0,10.56,183.8788,15.415,-61.371
Suriname,2015,91.5,94.98353,4.733655,3266.711,0.0,60.05314,0.0,0.0,39.94686,0.0,0.0,3.56,1282.833,78.43056,-3.4111,8907.838,191000000.0,156000.0,3.688942,575475.0,178000000.0,11.59,4352.376,3.919305,-56.0278
United Kingdom,2010,100.0,100.0,7.689567,5700.856,28.74592,0.941931,46.32555,16.41839,1.307077,5.870883,22200000000.0,3.21,3230.616,88.16811,2.430073,39693.19,1740000000.0,241930.0,259.4402,62766365.0,1740000000.0,3.13,594574.8,55.37805,-3.43597
Cameroon,2011,20.0,53.7,0.33261,262.0682,0.0,74.2611,6.198277,0.0,18.51039,1.030231,61000000.0,4.54,328.3445,29.73959,3.379211,1497.927,86224000.0,472710.0,43.25881,20448873.0,86224000.0,78.63,84494.81,7.369722,12.35472
Ireland,2004,100.0,100.0,10.97905,6168.399,24.70355,2.498513,51.13623,0.0,12.73448,3.029942,764000000.0,2.71,3558.086,93.27693,6.78814,47754.2,112000000.0,68890.0,59.0835,4070262.0,118000000.0,2.31,72285.08,53.41291,-8.24389
Brazil,2001,89.6,96.01653,1.792112,1737.976,3.398091,81.54322,3.020018,4.346622,4.815103,2.744225,9020000000.0,3.9,1070.141,58.94969,1.389896,3142.236,3910000000.0,8358140.0,21.32195,178000000.0,3680000000.0,41.33,797202.4,-14.235,-51.9253
Lesotho,2013,34.5,26.88447,1.063918,3660.018,69.51733,23.86209,3.777905,0.0,1.903318,0.939358,52400000.0,9.32,1386.264,81.18563,1.792531,1141.361,136000000.0,30360.0,68.31156,2073939.0,112000000.0,45.58,3920.397,-29.61,28.23361
Japan,2018,100.0,100.0,8.761979,8107.164,27.07672,7.775098,30.31453,17.47748,10.90231,3.591768,37800000000.0,3.36,3796.68,86.1079,0.643391,39751.13,1540000000.0,364500.0,347.904,127000000.0,1490000000.0,7.26,1198175.0,36.20482,138.2529
Algeria,2010,99.2,98.9109,3.184357,1020.071,0.0,0.380461,97.5117,0.0,2.107841,0.0,0.0,4.42,1117.98,99.84783,3.6,4495.921,594000000.0,2381740.0,15.05468,35856344.0,594000000.0,0.26,210955.5,28.03389,1.659626
Dominica,2010,87.9,91.30387,2.508908,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,3.02,822.4195,0.0,0.672634,7182.4,4580000.0,750.0,91.67333,68755.0,19800000.0,10.28,236.505,15.415,-61.371
Zambia,2005,15.7,23.28274,0.198282,710.1679,0.179051,99.40689,0.0,0.0,0.414056,0.0,0.0,10.81,633.2742,10.08722,7.235599,720.4465,40760000.0,743390.0,15.55694,11564870.0,40760000.0,88.68,29370.28,-13.1339,27.84933
Bahrain,2008,100.0,100.0,22.3014,18562.73,0.0,0.0,99.97809,0.0,0.021907,0.0,0.0,10.35,11362.07,39.52284,6.245011,23155.82,190000000.0,760.0,1460.978,1110343.0,183000000.0,0.0,38404.87,26.0667,50.5577
Saudi Arabia,2011,100.0,100.0,15.3814,7514.491,0.0,0.0,43.33745,0.0,26.45305,0.0,0.0,6.38,5907.688,99.20369,10.99376,22441.57,294000000.0,2149690.0,14.02572,30150945.0,294000000.0,0.01,596452.0,23.88594,45.07916
Uganda,2012,0.9,20.474,0.110205,314.569,0.0,49.51615,4.466513,0.0,27.00597,14.04853,742000000.0,10.13,623.7199,31.15764,3.837456,796.7111,34000000.0,200520.0,170.9221,34273295.0,34000000.0,92.95,32797.01,1.373333,32.29028
Afghanistan,2017,30.0,97.7,0.281196,388.2692,0.0,52.17778,4.389682,0.0,27.58489,8.216904,458000000.0,2.3,610.1571,37.91011,2.647003,530.1499,19000000.0,652230.0,54.64854,35643418.0,19000000.0,19.21,31750.55,33.93911,67.70995
Lebanon,2009,57.12,99.31904,4.423774,2653.331,0.0,4.516738,1.401496,0.0,94.08177,0.0,0.0,3.14,1342.8,95.59789,10.23216,7149.791,30740000.0,10230.0,483.9819,4951135.0,223000000.0,4.31,26142.04,33.85472,35.86229
Mauritania,2018,46.4,43.58928,0.870136,11151.04,0.025765,39.76032,60.06901,0.0,0.002747,0.086764,114000000.0,3.25,4334.872,55.66204,4.772174,1749.954,103000000.0,1030700.0,4.143506,4270712.0,127000000.0,25.17,13589.51,21.00789,-10.9408
Chile,2001,100.0,97.13436,3.119374,2627.355,11.37288,49.3828,31.36771,0.0,2.997813,4.878794,2080000000.0,4.24,1590.919,73.10697,3.154035,4606.891,155000000.0,743532.0,20.8787,15523978.0,155000000.0,32.15,67899.4,-35.6751,-71.543
Hungary,2008,100.0,100.0,5.281252,3988.768,18.00125,0.532167,37.9163,37.02186,0.886946,5.356652,2140000000.0,4.34,2636.647,77.82373,1.003943,15772.33,811000000.0,89610.0,112.0208,10038188.0,811000000.0,8.96,68556.38,47.16249,19.5033
Barbados,2006,100.0,100.0,4.983267,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,5.18,1471.757,0.0,6.112713,15595.64,42420000.0,430.0,628.8953,270425.0,40120000.0,6.59,3694.57,13.19389,-59.5432
Suriname,2011,88.2,94.6037,3.536619,3214.729,0.0,60.63557,0.0,0.0,39.36443,0.0,0.0,3.7,1265.43,79.29074,5.849368,8009.252,191000000.0,156000.0,3.539397,552146.0,178000000.0,21.16,3532.494,3.919305,-56.0278
Austria,2016,100.0,100.0,7.290777,1448.916,2.729815,23.06707,20.28998,0.0,47.65492,6.000775,2250000000.0,2.98,1538.605,80.26414,1.989437,45307.59,206000000.0,82520.0,105.8733,8736668.0,212000000.0,34.63,76780.91,47.51623,14.55007
Uganda,2001,0.9,8.6,0.052654,893.2171,3.774229,56.50703,17.97764,0.0,17.13937,0.000255,200000.0,13.88,853.9293,53.19967,5.183661,235.853,957000000.0,199810.0,123.9344,24763325.0,717000000.0,95.22,17385.64,1.373333,32.29028
Mauritius,2009,97.2,99.04068,2.744284,1907.123,39.38688,4.734187,0.0,0.0,36.98099,18.89794,487000000.0,2.59,999.4869,81.04683,3.315077,7318.126,172000000.0,2030.0,614.497,1247429.0,172000000.0,12.78,5510.831,-20.3484,57.55215
Sri Lanka,2016,27.0,97.5,1.08131,1526.097,27.03988,42.2231,6.939084,5.61336,12.00025,1.176653,153000000.0,1.85,1245.78,68.50343,5.053625,4107.83,344000000.0,61893.0,346.1699,21425494.0,247000000.0,45.13,34744.83,7.873054,80.7718
Oman,2017,100.0,100.0,15.7718,21483.78,1.812087,81.78085,6.464565,0.0,0.012506,9.776408,4430000000.0,7.05,5274.583,57.53413,0.304058,17802.58,209000000.0,309500.0,14.67481,4541854.0,209000000.0,0.01,94109.56,21.47353,55.97541
Papua New Guinea,2020,9.5,20.49612,0.563252,9575.449,0.514297,35.13237,19.32767,31.77786,1.172624,11.32976,18000000000.0,5.51,4647.6,41.89853,-3.16738,2446.084,552000000.0,452860.0,21.52904,9749640.0,262000000.0,54.28,18397.92,-6.31499,143.9556
Singapore,2000,100.0,100.0,10.45648,7575.436,0.0,0.0,18.49992,0.0,79.95263,0.773725,245000000.0,3.47,4634.726,98.91781,9.038316,23852.83,112000000.0,670.0,6011.772,4027887.0,118000000.0,0.33,54856.64,1.352083,103.8198
Kuwait,2011,100.0,100.0,26.49355,16023.47,0.0,0.0,38.018,0.0,61.982,0.0,0.0,6.58,10299.97,95.78056,9.628407,49010.32,193000000.0,17820.0,176.4212,3143825.0,96832000.0,0.0,113298.5,29.31166,47.48177
Angola,2017,48.3,42.90624,0.829723,921.0159,28.97547,17.98271,31.80067,0.0,18.02194,3.219206,192000000.0,2.51,890.791,75.93616,-0.14715,2283.214,112000000.0,1246700.0,24.23087,30208628.0,112000000.0,56.25,82023.71,-11.2027,17.87389
Austria,2002,100.0,100.0,8.583837,7427.656,12.87682,66.26528,15.32797,0.0,2.385267,2.747669,1670000000.0,3.33,3773.652,77.31087,1.651554,26527.59,202000000.0,82520.0,97.93937,8081957.0,202000000.0,24.68,84500.38,47.51623,14.55007
Burkina Faso,2018,9.8,14.4,0.252428,1626.83,22.35409,48.90608,9.33474,11.36186,4.503031,0.359137,105000000.0,4.6,1202.54,58.68487,6.604569,779.2028,994000000.0,273600.0,74.53481,20392723.0,813000000.0,69.13,30655.19,12.23833,-1.56159
Antigua and Barbuda,2009,100.0,98.53059,5.365888,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,4.51,2316.546,0.0,-11.9627,14530.6,4580000.0,440.0,192.1227,84534.0,19800000.0,0.0,976.4012,17.06082,-61.7964
Lithuania,2018,100.0,100.0,4.159315,673.6566,0.0,2.624893,0.0,0.0,91.76561,5.609492,225000000.0,3.22,717.623,62.56566,3.99331,19186.36,247000000.0,62630.0,44.73165,2801543.0,223000000.0,33.73,19652.28,55.16944,23.88128
Botswana,2012,60.5,55.96568,1.569503,1646.575,71.42857,0.0,0.0,0.0,28.57143,0.0,0.0,3.38,1078.772,65.78999,-0.1709,6392.987,80074000.0,566730.0,3.838556,2175425.0,78674000.0,27.55,13041.85,-22.3285,24.68487
Malta,2020,100.0,100.0,3.125558,16128.0,0.0,2.448189,74.67058,0.0,18.48414,3.572668,84000000.0,1.38,109.6104,0.0,-8.61249,29196.98,191000000.0,320.0,1610.413,515332.0,178000000.0,9.18,2082.169,35.9375,14.37542
Qatar,2005,100.0,100.0,45.40609,15761.57,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.19,19635.42,100.0,7.492758,52468.45,212000000.0,11610.0,73.10164,848710.0,178000000.0,0.03,53556.74,25.35483,51.18388
Costa Rica,2015,94.3,99.4098,1.539842,11529.22,0.0,74.61154,0.0,27.51406,0.99889,24.38957,2640000000.0,2.23,23.09473,0.0,3.652081,11529.96,143000000.0,51060.0,95.87235,4895242.0,143000000.0,38.33,14296.03,9.748917,-83.7534
Greece,2013,100.0,100.0,6.610379,5028.996,46.23385,11.11111,19.0146,0.0,9.479287,14.01233,8000000000.0,3.21,2128.011,88.00125,-2.516,21787.79,91010000.0,128900.0,85.06758,10965211.0,91010000.0,16.61,93348.14,39.07421,21.82431
Maldives,2001,54.3,87.45767,1.675112,17930.6,0.0,49.50123,0.0,0.0,40.03723,10.46154,841000000.0,1.85,1175.186,0.0,-3.94363,3028.051,45600000.0,300.0,957.7467,287324.0,40120000.0,2.26,576.1324,3.202778,73.22068
Lebanon,2020,60.32,99.98307,3.792194,3297.755,11.78444,9.421895,13.52863,0.0,39.80852,24.48773,7390000000.0,3.98,1705.075,68.01393,-21.3999,5599.958,237000000.0,10230.0,553.5604,5662923.0,258000000.0,6.71,28947.44,33.85472,35.86229
Haiti,2013,3.8,38.89719,0.258338,44.43922,0.0,13.36493,0.0,0.0,86.63507,0.0,0.0,5.59,399.3788,18.6978,4.324784,1452.314,792000000.0,27560.0,372.3224,10261206.0,792000000.0,80.39,9307.168,18.97119,-72.2852
Kuwait,2016,100.0,100.0,22.5727,8026.852,9.930855,0.980777,56.36883,0.0,27.99832,1.475348,409000000.0,7.3,5681.052,96.5083,2.925868,27026.65,92000000.0,17820.0,227.1653,4048085.0,168000000.0,0.01,131400.7,29.31166,47.48177
El Salvador,2003,64.0,86.96115,1.0802,689.9128,0.0,33.13743,0.0,0.0,42.74412,24.11844,1070000000.0,3.88,732.9402,45.02382,1.565393,2197.482,272000000.0,20720.0,290.8711,6026849.0,272000000.0,33.85,11571.98,13.79419,-88.8965
Tonga,2014,70.1,95.88939,1.06353,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,2.68,567.7291,0.0,2.0187,4125.426,4580000.0,720.0,148.0917,106626.0,19800000.0,1.7,255.8284,-21.179,-175.198
Morocco,2013,97.4,97.2,1.703831,879.139,43.39201,9.306016,21.00346,0.0,20.95657,5.341942,1480000000.0,3.36,554.493,88.2493,4.122213,3377.644,1440000000.0,446300.0,75.74171,33803527.0,1440000000.0,11.59,77993.71,31.7917,-7.09262
Kiribati,2013,4.8,78.83418,0.563052,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,6.14,678.1854,0.0,4.161574,1628.642,4940000.0,810.0,139.8901,113311.0,19800000.0,46.15,90.34244,1.836898,-157.377
Finland,2013,100.0,100.0,9.228086,15510.84,15.71775,18.01648,9.526082,33.12797,0.328389,17.95052,12800000000.0,5.67,6116.227,42.62672,-0.9017,49892.22,245000000.0,303890.0,17.89783,5438972.0,245000000.0,38.52,62745.61,61.92411,25.74815
Djibouti,2017,8.7,60.2,0.387798,7313.648,0.0,0.0,19.76711,0.0,80.22402,0.008869,400000.0,2.16,1444.888,58.48785,5.458092,2655.733,166000000.0,23180.0,44.87632,1040233.0,166000000.0,24.35,1349.733,11.82514,42.59028
Kenya,2009,6.4,23.0,0.307806,141.6593,0.0,32.02952,0.0,0.0,44.70849,23.26199,1580000000.0,5.53,463.0327,18.85477,3.30694,1049.122,127000000.0,569140.0,70.92182,40364444.0,127000000.0,77.61,58120.16,-0.02356,37.90619
El Salvador,2013,82.2,95.04311,1.043675,971.4432,0.0,28.53954,0.0,0.0,39.55676,31.9037,2000000000.0,3.43,644.8504,47.89684,2.235624,3555.162,274000000.0,20720.0,298.5348,6185642.0,274000000.0,27.54,11477.78,13.79419,-88.8965
New Zealand,2006,100.0,100.0,8.188572,9700.091,12.70125,54.05945,22.593,0.0,0.05275,10.41925,4540000000.0,4.41,4047.318,67.62941,2.798463,26654.59,105000000.0,263310.0,15.89229,4184600.0,118000000.0,27.0,84525.11,-40.9006,174.886
Greece,2014,100.0,100.0,6.385059,5062.606,51.14117,8.891008,13.45967,0.0,11.01245,15.29706,7700000000.0,3.17,2123.898,86.04932,0.475696,21616.71,91010000.0,128900.0,84.50282,10892413.0,91010000.0,16.41,90264.07,39.07421,21.82431
Ukraine,2014,95.0,100.0,5.251102,3418.569,38.73334,4.658882,6.986674,48.57206,0.118698,0.928149,1690000000.0,8.31,2334.396,75.34951,-10.0789,3104.654,456000000.0,579290.0,78.15111,45272155.0,705000000.0,3.5,298994.2,48.37943,31.16558
Czechia,2020,100.0,100.0,8.304017,6157.157,17.85085,1.684311,39.34715,32.43989,4.669832,3.028078,2540000000.0,4.08,3875.498,79.99824,-5.50297,22992.88,104000000.0,77198.53,138.5759,10697858.0,104000000.0,16.97,108308.4,49.81749,15.47296
Cameroon,2018,22.6,62.2,0.388794,971.0655,1.633787,45.17089,32.73153,0.0,20.4638,0.0,0.0,4.33,1194.195,64.02672,3.955514,1594.06,1370000000.0,472710.0,53.0489,25076747.0,1370000000.0,78.57,91747.67,7.369722,12.35472
Montenegro,2006,65.4,98.96584,3.543433,6451.77,40.71816,59.28184,0.0,0.0,0.0,0.0,0.0,5.06,1913.556,57.39371,8.566418,4425.679,191000000.0,13450.0,45.72677,615025.0,178000000.0,44.83,4268.964,42.70868,19.37439
Kuwait,2003,100.0,100.0,27.65683,16856.48,0.0,0.0,24.61937,0.0,75.38063,0.0,0.0,6.59,10421.29,100.0,17.32602,22781.12,167000000.0,17820.0,117.9296,2101506.0,107000000.0,0.0,80240.85,29.31166,47.48177
Uganda,2015,0.9,18.5,0.125732,3149.643,67.43968,1.913908,7.586507,0.0,6.190766,7.563927,12200000000.0,10.18,2123.547,76.12409,5.18786,864.1801,45400000.0,200520.0,186.9008,37477356.0,45400000.0,91.07,35408.11,1.373333,32.29028
Central African Republic,2008,0.5,7.48,0.038368,15726.56,0.046188,59.62703,40.09941,0.0,0.006125,0.136671,179000000.0,7.33,4761.775,55.66204,2.054131,446.2288,192000000.0,622980.0,7.170749,4467233.0,192000000.0,93.64,23876.2,6.611111,20.93944
Ireland,2010,100.0,100.0,8.847879,5927.869,12.61712,2.125923,64.27811,0.0,2.140119,11.1052,3130000000.0,2.49,3152.004,90.0031,1.682972,48663.6,105000000.0,68890.0,66.19473,4560155.0,118000000.0,5.29,64973.31,53.41291,-8.24389
Nigeria,2005,0.9,46.82322,0.702673,127.8305,0.0,33.00055,66.99945,0.0,0.0,0.0,0.0,7.94,749.5896,21.65634,6.438517,1250.407,828000000.0,910770.0,154.2549,140000000.0,828000000.0,84.01,273892.8,9.081999,8.675277
Morocco,2019,98.2,99.6,1.955308,397.5026,0.0,38.89489,9.273174,0.0,26.76054,8.216904,458000000.0,3.33,609.7046,37.68952,2.890975,3498.583,25800000.0,446300.0,81.3453,36304408.0,25800000.0,10.57,92532.3,31.7917,-7.09262
Philippines,2001,38.4,75.72766,0.882363,519.1389,39.93411,15.09883,1.802338,0.0,20.97131,22.19341,10400000000.0,4.34,480.8872,54.3049,3.049232,991.148,672000000.0,298170.0,267.0493,79626086.0,530000000.0,32.8,137747.0,12.87972,121.774
Somalia,2002,0.4,7.4,0.060673,14253.5,0.850139,44.93348,1.036982,39.85918,0.582736,11.62003,17600000000.0,11.35,5200.358,32.32732,3.678052,24025.64,877000000.0,627340.0,15.0016,9411103.0,296000000.0,92.58,26136.4,5.152149,46.19962
Belgium,2000,100.0,100.0,11.44003,8247.677,19.36622,0.555737,19.30219,58.1796,0.962874,0.705544,584000000.0,5.51,5669.358,75.85409,3.716679,23098.89,792000000.0,30280.0,338.5485,10251250.0,792000000.0,1.44,138266.4,50.50389,4.469936
Senegal,2016,28.3,64.5,0.686906,568.149,3.058561,38.40634,4.377652,0.0,52.76326,1.394193,104000000.0,3.93,548.7183,52.30035,6.356069,1290.75,75510000.0,192530.0,76.61848,14751356.0,29250000.0,36.72,27523.88,14.4974,-14.4524
Romania,2013,100.0,98.09863,3.607471,2494.534,28.96337,25.5518,15.81078,19.84762,0.956676,8.869755,5190000000.0,3.0,1595.989,73.49376,0.269964,9497.207,189000000.0,230030.0,86.87429,19983693.0,10000000.0,23.07,99156.94,45.94316,24.96676
Central African Republic,2014,0.6,12.03671,0.027174,1814.142,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.55,3617.856,60.13973,0.081071,394.8569,209000000.0,622980.0,7.70287,4798734.0,209000000.0,94.82,20639.44,6.611111,20.93944
Hungary,2001,100.0,100.0,5.524415,3426.723,24.50364,0.510779,24.33338,38.79171,11.51174,0.194975,71000000.0,5.2,2512.675,80.98184,4.074088,5276.033,792000000.0,89620.0,113.6753,10187576.0,792000000.0,5.12,73476.1,47.16249,19.5033
Israel,2007,100.0,100.0,9.275344,7003.245,69.30584,0.026026,19.6479,0.0,10.7767,0.01859,10000000.0,3.73,2898.153,97.07304,6.033214,25633.75,273000000.0,21640.0,331.7976,7180100.0,273000000.0,6.72,83624.97,31.04605,34.85161
Austria,2006,100.0,100.0,8.962102,8244.402,14.0481,57.24561,17.12905,0.0,2.634621,8.269916,5150000000.0,3.38,4078.812,74.69833,3.454042,40669.33,108000000.0,82520.0,100.2017,8268641.0,108000000.0,26.64,88152.7,47.51623,14.55007
Malta,2015,100.0,100.0,3.723377,3249.178,0.0,0.0,0.0,7.57364,92.3254,7.674597,100000000.0,1.52,494.3688,0.0,9.608131,24921.68,44040000.0,320.0,1390.791,445053.0,50070000.0,5.98,2158.906,35.9375,14.37542
Indonesia,2014,62.0,97.01,1.891428,808.419,52.45484,6.653619,24.58574,0.0,11.47642,4.821482,11000000000.0,3.48,880.121,66.08948,5.006668,3476.625,1690000000.0,1877519.0,136.4725,256000000.0,1690000000.0,29.29,873788.9,-0.78928,113.9213
Netherlands,2000,100.0,100.0,10.17843,6507.106,30.25069,0.158427,57.48234,4.380181,2.946525,3.15739,2830000000.0,4.15,4739.066,93.84683,4.195642,26214.5,152000000.0,33760.0,471.7273,15925513.0,152000000.0,1.73,206297.7,52.13263,5.291266
Burkina Faso,2003,3.4,11.4,0.084607,414.1031,10.97745,33.56783,1.035426,0.0,47.90882,3.329683,222000000.0,4.88,532.6708,46.00616,7.802494,363.8184,42320000.0,273600.0,47.62643,13030591.0,94400000.0,85.3,19200.72,12.23833,-1.56159
Belarus,2020,99.6,100.0,5.842407,3650.118,0.0,0.291603,97.85136,0.0,1.301353,0.381664,125000000.0,5.83,3011.409,91.50954,-0.6729,6542.865,822000000.0,202980.0,46.21121,9379952.0,259000000.0,8.39,87868.32,53.70981,27.95339
Barbados,2016,100.0,100.0,4.632243,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,5.02,1273.429,0.0,2.533025,17343.73,42420000.0,430.0,648.0209,278649.0,40120000.0,2.4,3783.218,13.19389,-59.5432
Antigua and Barbuda,2018,100.0,100.0,5.550826,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,4.29,2316.546,0.0,6.823762,17514.36,4580000.0,440.0,208.2409,91626.0,19800000.0,0.7,1185.478,17.06082,-61.7964
Cyprus,2017,100.0,100.0,6.091071,1557.372,19.18197,3.885664,0.0,0.0,56.88288,20.04949,449000000.0,2.86,906.9089,75.53039,5.733476,26697.01,166000000.0,9240.0,130.7925,1208523.0,166000000.0,10.94,8737.878,35.12641,33.42986
Belgium,2006,100.0,100.0,10.24668,8683.671,10.92616,0.425618,27.29407,55.30066,1.632522,3.074169,2590000000.0,4.83,5470.492,73.94251,2.55235,38705.11,134000000.0,30280.0,348.3474,10547958.0,134000000.0,2.87,125999.5,50.50389,4.469936
